DEPTH_WMSF (m),HSGR (gAPI),HCGR (gAPI),HFK (%),HTHO (ppm),HURA (ppm),HBHK (%),IDPH (ohmm),IMPH (ohmm),SFLU (ohmm),RHOM (g/cm3),DRH (g/cm3),PEFL (barns/e-),NRHB (g/cm3),APLC (%),STOF (in),SIGF (cu),AFEC (cps),ANEC (cps),IMAGE_ID,ROCK_CLASS
365.0032,25.7491,13.8598,0.4063,2.0628,1.5718,-999.25,1.8383,1.8297,1.7309,2.1695,0.0216,4.1351,2.1695,32.3002,0.6103,18.5912,569.6292,2665.2661,11136_1194B,Grainstone
365.1556,24.9285,13.6099,0.3928,2.0619,1.4768,-999.25,1.8403,1.8298,1.7315,2.1678,0.0198,4.1468,2.1678,33.1199,0.517,19.3726,589.2988,2732.3481,11142_1194B,Grainstone
365.308,24.252,13.773,0.4026,2.0564,1.3752,-999.25,1.84,1.8313,1.7314,2.1678,0.0167,4.2476,2.1678,32.2832,0.5103,18.7168,591.1019,2678.3311,11148_1194B,Grainstone
365.4604,22.9991,13.1291,0.3855,1.9504,1.2782,-999.25,1.8395,1.8334,1.7405,2.1719,0.0159,4.2491,2.1722,34.6999,0.374,19.1058,563.2916,2647.6462,11154_1194B,Grainstone
365.6128,22.8004,12.5685,0.3867,1.7634,1.2871,-999.25,1.838,1.8354,1.7442,2.1694,0.0119,4.1962,2.1723,35.9618,0.3282,18.7084,572.1329,2661.9255,11160_1194B,Grainstone
365.7652,22.328,11.9212,0.3682,1.6644,1.3093,-999.25,1.833,1.8361,1.7467,2.1677,0.0098,4.1949,2.1697,37.6186,0.2783,18.1665,576.6203,2689.4756,11166_1194B,Grainstone
365.9176,21.5306,11.5476,0.3599,1.5936,1.2577,-999.25,1.8308,1.833,1.7508,2.1668,0.0093,4.259,2.1602,36.0832,0.3794,17.5232,562.501,2721.6572,11172_1194B,Grainstone
366.07,20.9589,10.2681,0.3296,1.3611,1.3499,-999.25,1.8239,1.8241,1.7229,2.1638,0.0107,4.3512,2.1757,34.5664,0.4414,17.3489,570.0179,2665.3896,11178_1194B,Grainstone
366.2224,20.2121,9.0176,0.3081,1.0859,1.4197,-999.25,1.812,1.81,1.7139,2.1618,0.0114,4.3147,2.1637,33.09,0.5097,17.0003,568.3968,2660.5862,11184_1194B,Grainstone
366.3748,21.2933,8.4194,0.2919,0.989,1.6251,-999.25,1.8087,1.7946,1.6979,2.1568,0.0116,4.4969,2.1562,34.8886,0.4681,17.3109,554.5154,2620.5159,11190_1194B,Grainstone
366.5272,22.2938,8.4344,0.3022,0.9338,1.7198,-999.25,1.8035,1.7824,1.6533,2.1504,0.0118,4.6103,2.1488,34.8684,0.4577,17.055,589.8661,2624.1553,11196_1194B,Grainstone
366.6796,24.3482,8.7941,0.3159,0.9689,1.9889,-999.25,1.7907,1.776,1.6518,2.1502,0.0114,4.6584,2.138,34.7535,0.467,16.7971,562.963,2680.8889,11202_1194B,Grainstone
366.832,24.8905,8.5981,0.2895,1.0604,2.1188,-999.25,1.7844,1.7746,1.6579,2.1528,0.0125,4.4887,2.1516,33.2881,0.5174,16.6767,569.2344,2605.104,11208_1194B,Grainstone
366.9844,23.9117,7.7528,0.2625,0.9473,2.0989,-999.25,1.7832,1.7762,1.6742,2.1668,0.019,4.374,2.1668,30.6807,0.6626,16.703,574.8044,2596.5876,11214_1194B,Grainstone
367.1368,22.6885,7.0229,0.236,0.8686,2.0152,-999.25,1.7832,1.7793,1.6661,2.1728,0.0227,4.3713,2.1728,30.6946,0.658,16.9952,565.4734,2606.4678,11220_1194B,Grainstone
367.2892,21.9314,6.6666,0.2227,0.8325,1.96,-999.25,1.788,1.7837,1.6608,2.168,0.0215,4.4644,2.168,31.8153,0.6363,17.4805,563.1672,2576.2939,11226_1194B,Grainstone
367.4416,22.4371,7.2328,0.2441,0.8885,1.9623,-999.25,1.7904,1.7896,1.6667,2.162,0.0224,4.4232,2.162,34.6365,0.5214,18.1876,563.8631,2655.4448,11232_1194B,Grainstone
367.594,21.6819,6.7793,0.2365,0.7878,1.9127,-999.25,1.7922,1.7963,1.6932,2.1592,0.0225,4.4467,2.1592,35.4472,0.4681,18.4533,569.6512,2631.5764,11238_1194B,Grainstone
367.7464,21.08,6.8921,0.2362,0.8259,1.7923,-999.25,1.7961,1.8025,1.716,2.1614,0.0181,4.3643,2.1614,36.1474,0.412,18.2741,571.9979,2623.4019,11244_1194B,Grainstone
367.8988,21.2965,7.49,0.2445,0.969,1.7226,-999.25,1.7989,1.8065,1.717,2.1685,0.0164,4.437,2.1685,35.3298,0.4435,17.9365,576.6721,2641.2031,11250_1194B,Grainstone
368.0512,21.5622,8.0777,0.2484,1.1341,1.7069,-999.25,1.8006,1.808,1.7184,2.1724,0.0158,4.521,2.1724,34.4559,0.4639,17.8917,560.9699,2661.6731,11256_1194B,Grainstone
368.2036,21.7125,8.6007,0.2474,1.3076,1.6503,-999.25,1.8041,1.8077,1.7149,2.1706,0.0131,4.6946,2.1706,34.8795,0.4708,17.4365,570.7477,2648.8718,11262_1194B,Grainstone
368.356,21.8928,9.1884,0.2642,1.3977,1.5825,-999.25,1.8108,1.8069,1.7144,2.1672,0.0096,4.6682,2.1688,34.5563,0.5182,17.3394,592.2214,2601.9353,11268_1194B,Grainstone
368.5084,22.5136,9.7622,0.2834,1.4692,1.5679,-999.25,1.8151,1.8077,1.7128,2.1719,0.0107,4.6389,2.1769,33.0194,0.5943,17.4669,572.9852,2645.7354,11274_1194B,Grainstone
369.5752,24.5585,10.3753,0.2708,1.739,1.7627,-999.25,1.8993,1.8914,1.8066,2.1642,0.0115,4.3765,2.1581,34.9065,0.3366,18.763,590.9668,2678.1619,11316_1194B,Grainstone
369.7276,24.0666,10.0239,0.2631,1.6716,1.7267,-999.25,1.9097,1.9004,1.8235,2.1699,0.0123,4.228,2.162,35.2202,0.2881,18.4654,593.2048,2649.0994,11322_1194B,Grainstone
369.88,24.6311,9.5389,0.2486,1.6012,1.8638,-999.25,1.918,1.9114,1.8391,2.1835,0.0138,4.1605,2.1836,34.7801,0.2858,17.8267,578.3729,2639.322,11328_1194B,Grainstone
370.0324,26.7665,9.8987,0.2533,1.689,2.1035,-999.25,1.9252,1.924,1.8476,2.1945,0.0151,4.2473,2.1947,33.5889,0.3284,17.3354,580.1146,2656.0615,11334_1194B,Grainstone
370.1848,28.9566,10.2728,0.2728,1.6947,2.3244,-999.25,1.9275,1.9343,1.8637,2.2005,0.0166,4.5038,2.2007,32.3669,0.3937,16.8725,593.8198,2683.1143,11340_1194B,Grainstone
370.3372,31.3289,10.5997,0.2824,1.7434,2.5544,-999.25,1.9349,1.9375,1.8796,2.1886,0.0178,4.6734,2.1886,33.3547,0.3878,16.8864,571.3073,2671.6538,11346_1194B,Grainstone
370.4896,33.3812,10.94,0.2808,1.8619,2.7761,-999.25,1.9603,1.9357,1.8383,2.1527,0.0201,4.5431,2.1527,37.0821,0.2977,17.464,552.4922,2654.271,11352_1194B,Grainstone
370.642,35.2052,11.5624,0.2816,2.0567,2.9466,-999.25,1.9906,1.9391,1.7719,2.1194,0.0233,4.2427,2.1194,40.3959,0.2061,17.7341,547.8716,2607.0061,11358_1194B,Grainstone
370.7944,35.6527,11.5917,0.2763,2.097,3.006,-999.25,2.0015,1.9578,1.8097,2.1124,0.0229,4.058,2.1124,39.9752,0.205,17.6767,557.6805,2621.0881,11364_1194B,Grainstone
370.9468,33.6678,10.9594,0.266,1.9544,2.8484,-999.25,2.0071,1.9921,1.9809,2.141,0.0293,4.0424,2.141,37.6681,0.262,17.7529,579.9329,2658.8296,11370_1194B,Grainstone
371.0992,30.1194,9.751,0.2344,1.7526,2.5414,-999.25,2.0134,2.0329,2.116,2.1867,0.0388,4.1243,2.1867,36.6828,0.3048,17.5974,582.2617,2667.208,11376_1194B,Grainstone
371.2516,26.8228,8.4074,0.1951,1.552,2.2931,-999.25,2.0218,2.0641,2.0898,2.2058,0.0353,4.1586,2.2058,35.7432,0.3726,17.1699,587.2694,2684.4475,11382_1194B,Grainstone
371.404,25.7282,8.1412,0.1922,1.4836,2.1961,-999.25,2.0306,2.0721,1.99,2.2078,0.0263,4.2223,2.2078,34.5929,0.4592,17.2158,585.498,2682.2007,11388_1194B,Grainstone
371.5564,25.5472,8.727,0.2125,1.5526,2.0931,-999.25,2.0238,2.055,1.9037,2.2023,0.0272,4.1331,2.2023,33.0701,0.5364,17.6233,579.1828,2619.3171,11394_1194B,Grainstone
371.7088,25.351,9.0204,0.2223,1.5891,1.9879,-999.25,1.9987,2.0222,1.9031,2.1908,0.0305,4.0326,2.1908,31.6362,0.6195,17.6983,566.8051,2653.3323,11400_1194B,Grainstone
371.8612,24.6753,9.1798,0.2244,1.6277,1.8852,-999.25,1.9524,1.9845,1.9055,2.1777,0.0336,3.9782,2.1777,31.9016,0.6305,17.9677,567.4277,2682.4316,11406_1194B,Grainstone
372.0136,23.5584,9.5952,0.2357,1.6947,1.691,-999.25,1.9177,1.9451,1.8887,2.1618,0.0399,4.0158,2.1618,34.3291,0.5719,18.4351,572.9041,2609.0601,11412_1194B,Grainstone
372.166,22.597,10.1594,0.2348,1.8808,1.5538,-999.25,1.8878,1.9019,1.7779,2.1388,0.0453,4.1175,2.1388,38.1918,0.3622,18.4142,578.4623,2674.0479,11418_1194B,Grainstone
372.3184,21.9615,9.7413,0.2403,1.7144,1.5106,-999.25,1.8498,1.8548,1.6853,2.1173,0.0519,4.1353,2.1173,38.5871,0.323,17.8052,570.9755,2683.2383,11424_1194B,Packstone
372.4708,22.082,9.9894,0.2626,1.6633,1.4919,-999.25,1.8061,1.808,1.6624,2.1051,0.0559,4.1125,2.1051,38.847,0.2816,17.434,567.5233,2734.4863,11430_1194B,Packstone
372.6232,22.8145,10.5634,0.2752,1.7737,1.5037,-999.25,1.7743,1.7688,1.5963,2.1152,0.0654,4.1955,2.1152,38.2918,0.2154,17.3234,563.2922,2637.886,11436_1194B,Grainstone
372.7756,22.9114,10.0475,0.2759,1.6043,1.5791,-999.25,1.7577,1.7438,1.5964,2.1279,0.0707,4.3046,2.1279,37.5544,0.2217,17.4104,558.4705,2598.0278,11442_1194B,Grainstone
372.928,23.6204,10.9595,0.3119,1.686,1.573,-999.25,1.7431,1.7337,1.5996,2.1444,0.0759,4.4425,2.1444,35.4717,0.3465,17.4078,598.7723,2640.5696,11448_1194B,Grainstone
373.0804,23.4575,11.2034,0.3338,1.6359,1.5131,-999.25,1.7382,1.7336,1.5855,2.149,0.0768,4.2648,2.149,36.1911,0.3385,17.2671,590.5,2679.4285,11454_1194B,Grainstone
373.2328,24.12,10.6562,0.3212,1.5343,1.6679,-999.25,1.7454,1.7403,1.585,2.1569,0.0815,4.2408,2.1569,37.5014,0.2577,17.6458,578.4319,2721.012,11460_1194B,Grainstone
373.3852,23.2311,9.8233,0.2881,1.4611,1.6917,-999.25,1.7542,1.7542,1.6193,2.1582,0.0832,4.194,2.1582,37.1947,0.3393,17.2758,577.5328,2698.6724,11466_1194B,Grainstone
373.5376,22.2621,9.1973,0.275,1.3372,1.6698,-999.25,1.7517,1.7727,1.6796,2.1621,0.0863,4.273,2.1621,38.0501,0.3281,16.6938,607.1293,2651.168,11472_1194B,Grainstone
373.69,21.4235,8.55,0.2383,1.345,1.653,-999.25,1.7475,1.789,1.7064,2.1701,0.0897,4.2192,2.1701,35.8964,0.377,16.6147,589.9559,2689.2527,11478_1194B,Grainstone
373.8424,20.6318,8.1033,0.2501,1.1328,1.5736,-999.25,1.7362,1.7948,1.7072,2.1783,0.0914,4.113,2.1783,35.5732,0.3699,17.2617,585.7364,2710.2419,11484_1194B,Grainstone
373.9948,20.3435,8.3634,0.2612,1.1513,1.5061,-999.25,1.7052,1.7817,1.674,2.1844,0.0918,4.1336,2.1844,34.918,0.4152,17.0673,586.6012,2648.0874,11490_1194B,Grainstone
374.1472,19.9236,8.2842,0.2565,1.1529,1.4729,-999.25,1.689,1.7451,1.6103,2.1826,0.0908,4.1868,2.1826,34.8814,0.4205,17.3489,594.7753,2647.8328,11496_1194B,Grainstone
374.2996,19.4958,7.864,0.245,1.0857,1.4575,-999.25,1.6717,1.6903,1.4998,2.1743,0.0887,4.1737,2.1743,34.31,0.4745,17.4797,577.9191,2662.8735,11502_1194B,Grainstone
374.452,19.2041,7.7781,0.2363,1.1089,1.4174,-999.25,1.613,1.63,1.4632,2.1645,0.0869,4.1304,2.1645,34.0969,0.4764,17.3117,583.7443,2652.8328,11508_1194B,Grainstone
374.6044,18.8482,7.4671,0.2163,1.1266,1.3821,-999.25,1.5603,1.5753,1.4508,2.1531,0.0836,4.084,2.1531,35.3415,0.4694,17.3445,561.0132,2606.5403,11514_1194B,Grainstone
374.7568,18.718,6.992,0.1959,1.0939,1.4229,-999.25,1.5333,1.5316,1.4049,2.1448,0.0829,4.1486,2.1448,35.3399,0.5167,17.6003,568.5815,2581.2361,11520_1194B,Grainstone
374.9092,19.2146,7.1819,0.1944,1.1636,1.4794,-999.25,1.5039,1.499,1.3414,2.1355,0.0823,4.1739,2.1355,35.7664,0.533,17.6201,571.4767,2648.7378,11526_1194B,Grainstone
375.0616,19.9888,7.2508,0.2072,1.1108,1.5829,-999.25,1.4831,1.4753,1.312,2.1225,0.0783,4.1778,2.1225,36.9718,0.4501,17.7083,546.7346,2678.1851,11532_1194B,Grainstone
379.3288,17.2689,6.3279,0.2179,0.7525,1.3653,-999.25,1.8026,1.8062,1.7299,2.162,0.0593,4.5328,2.162,36.871,0.4054,16.8783,588.9045,2737.3147,11700_1194B,Grainstone
379.4812,17.6684,6.3531,0.2236,0.7268,1.4329,-999.25,1.8152,1.8197,1.7307,2.1683,0.0642,4.4595,2.1683,37.4112,0.3722,16.8473,583.5339,2730.6008,11706_1194B,Grainstone
379.6336,17.6533,6.3133,0.2208,0.7304,1.4149,-999.25,1.8274,1.8275,1.7284,2.1723,0.0673,4.4688,2.1723,37.9255,0.3198,16.9386,569.5923,2714.5762,11712_1194B,Grainstone
379.786,16.4849,6.3416,0.2109,0.7976,1.2414,-999.25,1.8321,1.8322,1.7222,2.1687,0.0651,4.4323,2.1687,37.7554,0.2963,16.8561,580.4933,2717.1562,11718_1194B,Grainstone
379.9384,15.0976,5.9874,0.1813,0.8571,1.1368,-999.25,1.8289,1.834,1.7056,2.163,0.0622,4.3457,2.163,36.6114,0.3249,16.5449,566.4606,2708.5215,11724_1194B,Grainstone
380.0908,14.5968,5.9661,0.1685,0.9252,1.1005,-999.25,1.8178,1.8309,1.7011,2.1664,0.0639,4.2087,2.1664,35.8353,0.3714,16.5889,594.2678,2662.4612,11730_1194B,Grainstone
380.2432,15.7242,6.4915,0.1848,0.9982,1.1675,-999.25,1.7968,1.8202,1.7065,2.169,0.0657,4.175,2.169,35.2723,0.3861,16.6713,593.9948,2644.0735,11736_1194B,Grainstone
380.3956,17.3796,6.9281,0.1936,1.0869,1.3017,-999.25,1.7684,1.7999,1.7143,2.1666,0.0639,4.2357,2.1666,34.7863,0.4271,16.465,560.1927,2666.0378,11742_1194B,Grainstone
380.548,18.9332,7.205,0.191,1.1905,1.4466,-999.25,1.7325,1.7686,1.6915,2.1594,0.0608,4.3717,2.1594,34.7837,0.5021,16.4615,562.5112,2643.7454,11748_1194B,Grainstone
380.7004,20.1511,7.3957,0.1859,1.2814,1.57,-999.25,1.6958,1.7253,1.6152,2.1491,0.0575,4.4866,2.1491,35.5555,0.5344,16.8171,576.6121,2661.0525,11754_1194B,Grainstone
380.8528,20.3483,7.0222,0.1667,1.2746,1.6245,-999.25,1.6652,1.6722,1.5522,2.1415,0.0547,4.5591,2.1415,35.0019,0.5876,17.0492,581.0016,2674.6021,11760_1194B,Grainstone
381.0052,19.8789,6.5342,0.157,1.1748,1.6114,-999.25,1.6347,1.6176,1.5144,2.1303,0.0518,4.6122,2.1303,33.1487,0.7029,17.1089,570.8062,2678.0134,11766_1194B,Grainstone
381.1576,18.6729,6.2294,0.1421,1.1646,1.5171,-999.25,1.6119,1.5726,1.4594,2.1166,0.0497,4.5887,2.1166,33.2047,0.7254,17.3728,556.125,2658.8542,11772_1194B,Grainstone
381.31,17.5881,5.6898,0.119,1.127,1.48,-999.25,1.6036,1.5484,1.4086,2.1017,0.0454,4.4229,2.1017,32.6849,0.7443,17.1892,567.7271,2642.071,11778_1194B,Grainstone
381.4624,17.0826,5.1458,0.1135,0.9848,1.5136,-999.25,1.6057,1.5513,1.4138,2.0992,0.0418,4.2342,2.0992,30.8888,0.7848,16.9584,576.2205,2686.9902,11784_1194B,Grainstone
381.6148,17.1153,5.0311,0.1129,0.9515,1.5332,-999.25,1.6167,1.5801,1.4806,2.1177,0.044,4.2088,2.1177,29.3439,0.8676,16.2916,606.8726,2680.1602,11790_1194B,Grainstone
381.7672,17.6642,5.0977,0.1058,1.0142,1.6016,-999.25,1.6402,1.6274,1.5452,2.1381,0.0441,4.4109,2.1381,29.3103,0.8705,15.3887,597.9338,2662.0974,11796_1194B,Grainstone
381.9196,18.576,5.2641,0.0963,1.1235,1.6991,-999.25,1.6803,1.6834,1.6141,2.1533,0.0423,4.5967,2.1533,29.8039,0.8341,15.4411,584.772,2679.252,11802_1194B,Grainstone
382.072,19.8548,6.604,0.1346,1.3282,1.6955,-999.25,1.7248,1.7388,1.68,2.163,0.0412,4.5393,2.163,29.2575,0.81,16.0804,586.3466,2676.4019,11808_1194B,Grainstone
382.2244,21.9437,7.9479,0.1786,1.5013,1.779,-999.25,1.7613,1.7867,1.7671,2.1738,0.0446,4.4722,2.1738,28.8665,0.7854,16.2609,580.05,2646.8596,11814_1194B,Grainstone
382.3768,23.4166,8.3473,0.1962,1.5263,1.9015,-999.25,1.7925,1.8213,1.8557,2.1775,0.0435,4.5108,2.1775,30.2142,0.6245,17.0358,589.0729,2637.3962,11820_1194B,Grainstone
382.5292,24.8161,9.2226,0.2204,1.6649,1.9928,-999.25,1.8213,1.8388,1.8901,2.1764,0.0409,4.5513,2.1764,32.3489,0.524,18.0911,599.4105,2626.6018,11826_1194B,Grainstone
382.6816,25.5522,10.1173,0.2377,1.8506,1.9836,-999.25,1.8442,1.841,1.8182,2.1751,0.0375,4.6205,2.1751,34.6067,0.4438,18.5829,558.8683,2664.335,11832_1194B,Grainstone
382.834,26.811,11.3323,0.2859,1.9579,1.9654,-999.25,1.858,1.8366,1.7153,2.1706,0.0313,4.4762,2.1706,36.6615,0.3862,18.5506,556.9445,2655.7761,11838_1194B,Grainstone
382.9864,26.4583,11.6796,0.3035,1.9664,1.8297,-999.25,1.8637,1.8346,1.7038,2.1725,0.0223,4.4744,2.1725,36.3252,0.4527,18.4804,584.7786,2632.4802,11844_1194B,Grainstone
383.1388,26.6613,12.9416,0.3291,2.2206,1.6814,-999.25,1.8653,1.839,1.7347,2.1843,0.0177,4.3967,2.1843,33.7162,0.5823,18.6344,586.2784,2656.4407,11850_1194B,Grainstone
383.2912,27.4676,14.105,0.3723,2.3409,1.6207,-999.25,1.8677,1.8495,1.7674,2.1966,0.0151,4.3905,2.1966,31.9571,0.633,18.7183,564.473,2714.407,11856_1194B,Grainstone
383.4436,28.1143,14.726,0.3981,2.3885,1.5978,-999.25,1.8747,1.8644,1.7735,2.2005,0.0118,4.3134,2.2026,28.976,0.7798,18.1107,567.1493,2656.47,11862_1194B,Grainstone
383.596,27.7758,15.4072,0.4321,2.4081,1.4771,-999.25,1.8942,1.8828,1.793,2.2034,0.0104,4.352,2.1981,27.8362,0.8677,17.8754,571.5139,2633.5874,11868_1194B,Grainstone
383.7484,26.8018,14.1668,0.3973,2.2143,1.5061,-999.25,1.9153,1.9055,1.8244,2.212,0.0111,4.3475,2.2075,27.0179,0.8108,18.487,617.3781,2653.147,11874_1194B,Grainstone
383.9008,26.7343,14.3035,0.4073,2.1999,1.5431,-999.25,1.9393,1.9325,1.8845,2.2263,0.0137,4.4429,2.2259,29.0667,0.7989,18.6162,594.6634,2683.9355,11880_1194B,Grainstone
384.0532,26.3978,14.7437,0.4253,2.2352,1.4393,-999.25,1.9634,1.9615,1.9277,2.228,0.0135,4.3771,2.228,28.4471,0.9372,17.8014,565.2586,2645.5662,11886_1194B,Grainstone
384.2056,25.5022,14.3769,0.4198,2.1498,1.3629,-999.25,1.9854,1.9892,1.9387,2.2264,0.0129,4.3584,2.2196,30.7617,0.8363,17.8048,624.7127,2715.8804,11892_1194B,Grainstone
384.358,25.7508,13.9373,0.3955,2.1516,1.4336,-999.25,2.0031,2.0133,1.9365,2.2206,0.0114,4.2878,2.2287,32.4093,0.6906,18.4091,611.2013,2646.4194,11898_1194B,Grainstone
384.5104,25.396,13.4155,0.3715,2.1245,1.4694,-999.25,2.0249,2.0319,1.9246,2.2232,0.0131,4.1684,2.2245,30.2181,0.8531,17.4744,587.4416,2688.0347,11904_1194B,Grainstone
384.6628,25.8206,13.9918,0.3896,2.2033,1.5287,-999.25,2.049,2.0451,1.9118,2.2245,0.0119,4.2879,2.2248,28.8293,1.0639,15.5335,582,2660.5,11910_1194B,Grainstone
384.8152,24.4845,12.0864,0.3565,1.7866,1.6031,-999.25,2.0581,2.0561,1.9141,2.2185,0.0142,4.3565,2.2135,29.2432,1.1378,15.4613,580.2812,2695.375,11916_1194B,Grainstone
388.93,25.6235,8.0472,0.2571,1.0742,2.1206,-999.25,1.756,1.7738,1.6126,2.1442,0.0853,4.4911,2.1442,32.8202,1.1675,16.3427,550.5117,2642.9568,12078_1194B,Grainstone
389.0824,27.5129,8.7356,0.2734,1.1993,2.2648,-999.25,1.7476,1.7649,1.5942,2.1397,0.0866,4.46,2.1397,32.6886,1.0596,16.9392,565.4142,2656.3879,12084_1194B,Grainstone
389.2348,28.0495,8.2372,0.2356,1.2608,2.4359,-999.25,1.7409,1.7572,1.5685,2.1376,0.0877,4.3454,2.1376,33.5252,0.9782,17.4632,563.288,2639.4878,12090_1194B,Grainstone
389.3872,28.0851,7.9387,0.2049,1.3446,2.5237,-999.25,1.7411,1.751,1.5656,2.1454,0.091,4.3304,2.1454,34.2306,0.7958,18.4949,560.9461,2650.5972,12096_1194B,Grainstone
389.5396,27.0524,7.2072,0.1893,1.2017,2.5015,-999.25,1.7429,1.7501,1.5825,2.1539,0.0968,4.3584,2.1539,32.4503,0.9149,17.8716,569.9836,2650.3694,12102_1194B,Grainstone
389.692,25.5588,6.592,0.188,1.0118,2.3739,-999.25,1.7467,1.7584,1.5968,2.1536,0.0985,4.3547,2.1536,31.2174,1.4247,15.4446,568.867,2632.3369,12108_1194B,Grainstone
389.8444,24.6546,6.3636,0.1876,0.9411,2.3008,-999.25,1.7608,1.7759,1.6078,2.1513,0.0987,4.3286,2.1513,31.5019,1.3228,16.3792,577.8823,2570.8423,12114_1194B,Grainstone
389.9968,25.1658,7.1549,0.2214,0.9971,2.2449,-999.25,1.7769,1.7999,1.6224,2.1569,0.1015,4.2855,2.1569,31.5113,1.4864,15.3573,578.499,2623.6184,12120_1194B,Grainstone
390.1492,25.9125,7.7894,0.2287,1.1579,2.253,-999.25,1.786,1.8256,1.6971,2.1627,0.1032,4.228,2.1627,31.6619,1.2808,16.873,559.9559,2652.0986,12126_1194B,Grainstone
390.3016,24.936,7.4995,0.2241,1.0916,2.2028,-999.25,1.797,1.8465,1.7538,2.164,0.1018,4.2508,2.164,31.8964,1.0066,18.2568,557.201,2610.3994,12132_1194B,Grainstone
390.454,22.9116,7.2382,0.2196,1.0344,1.9957,-999.25,1.808,1.8579,1.7628,2.1673,0.1021,4.2548,2.1673,33.605,0.7373,18.8737,573.7042,2604.8623,12138_1194B,Grainstone
390.6064,20.7807,6.6114,0.196,0.9715,1.7922,-999.25,1.8093,1.859,1.7455,2.1681,0.1014,4.2331,2.1681,34.3711,0.6548,19.0219,561.7251,2647.2917,12144_1194B,Grainstone
390.7588,19.3405,6.5874,0.1989,0.9468,1.612,-999.25,1.7947,1.85,1.7048,2.1678,0.0994,4.1851,2.1678,34.3426,0.6562,18.6155,569.4038,2632.8921,12150_1194B,Grainstone
398.3788,14.5165,7.9911,0.3196,0.6898,0.9007,-999.25,1.5599,1.5812,1.4958,2.1566,0.104,4.2318,2.1566,34.1474,0.6837,18.1011,565.1429,2669.5,12450_1194B,Grainstone
398.5312,13.7722,8.4214,0.3351,0.7368,0.7664,-999.25,1.5722,1.5889,1.4864,2.1608,0.1056,4.3323,2.1608,35.2042,0.6615,17.7587,585.7143,2763.5,12456_1194B,Grainstone
398.6836,13.0815,8.7725,0.3575,0.7181,0.618,-999.25,1.5888,1.5981,1.4434,2.157,0.1044,4.2513,2.157,35.9709,0.6526,17.929,585.5,2739.4285,12462_1194B,Grainstone
398.836,12.7075,9.1003,0.3735,0.7295,0.5579,-999.25,1.6112,1.6133,1.474,2.1671,0.1107,4.3077,2.1671,34.2487,0.7674,17.8663,586.5,2644,12468_1194B,Grainstone
398.9884,12.1867,9.119,0.3801,0.6969,0.5242,-999.25,1.635,1.6396,1.4656,2.1716,0.1149,4.1784,2.1716,33.2026,0.758,17.5686,609.1429,2714.8572,12474_1194B,Grainstone
399.1408,11.9824,9.3032,0.3957,0.6649,0.4924,-999.25,1.6447,1.6765,1.5066,2.1719,0.1122,4.2617,2.1719,33.6242,0.666,17.6261,630.5,2647,12480_1194B,Grainstone
399.2932,11.9697,9.5187,0.4119,0.6386,0.4946,-999.25,1.6526,1.714,1.6332,2.1816,0.1102,4.0976,2.1816,35.1987,0.4838,17.8457,617.1429,2718.8572,12486_1194B,Grainstone
399.4456,11.9501,10.3577,0.4578,0.639,0.3893,-999.25,1.6628,1.7369,1.747,2.2148,0.1213,4.2394,2.2148,33.947,0.4858,17.7126,600.5,2742.5,12492_1194B,Grainstone
399.598,11.9336,10.5272,0.4954,0.4733,0.4097,-999.25,1.6711,1.7362,1.7125,2.2315,0.1226,4.1384,2.2315,33.354,0.4766,17.3635,606,2679,12498_1194B,Grainstone
399.7504,11.9199,10.6145,0.495,0.5033,0.4038,-999.25,1.678,1.7166,1.5905,2.2138,0.1152,4.0738,2.2138,30.8765,0.6098,17.1233,578.8571,2654.5,12504_1194B,Grainstone
399.9028,11.9082,10.6041,0.4945,0.5028,0.4034,-999.25,1.6862,1.693,1.5062,2.1976,0.1122,3.9999,2.1976,31.5544,0.5178,16.789,593.5,2705,12510_1194B,Grainstone
85.8976,25.3636,1.4812,0.0736,0.0439,2.938,-0.1552,1.9373,2.0529,1.6386,1.9689,0.4418,1.3451,1.9689,56.5862,0.9853,19.7795,406,2293.5,564_1196A,Floatstone
86.05,25.4711,1.6214,0.0809,0.0456,2.9223,-0.1552,1.9325,2.0558,1.658,1.9314,0.4281,1.2783,1.9314,57.1144,0.9835,20.6983,447.4286,2160,570_1196A,Floatstone
86.2024,24.4278,1.2119,0.0603,0.0353,2.8323,-0.1552,1.9254,2.0363,1.5931,1.9135,0.4187,1.2504,1.9135,58.4554,0.9582,21.5802,411.4286,2181.7144,576_1196A,Floatstone
86.3548,24.4129,1.1768,0.0513,0.0767,2.8162,-0.1552,1.8799,2.005,1.6347,1.9038,0.4092,1.299,1.9038,52.7325,1.0306,19.9856,405.5,2183.5,582_1196A,Floatstone
86.5072,22.9566,0.8344,0.0333,0.0723,2.7055,-0.1552,1.8351,1.9668,1.6553,1.8859,0.4066,1.3554,1.8859,54.6998,1.0121,20.1119,393.7143,2173.7144,588_1196A,Floatstone
86.6596,22.9311,0.8718,0.0348,0.0756,2.7032,-0.1552,1.8417,1.9268,1.532,1.8711,0.4189,1.3916,1.8711,54.3609,1.0172,20.8146,420,2195.5,594_1196A,Floatstone
86.812,21.6076,0.6116,0.022,0.0671,2.5809,-0.1552,1.8178,1.8923,1.525,1.8461,0.4071,1.3606,1.8461,57.1901,0.9773,19.1546,417.7143,2170,600_1196A,Floatstone
