DEPTH_WMSF (m),HALC (%),HSIG (cu),HSTO (in),HNEC (cps),HFEC (cps),HROM (g/cm3),HLEF (barns/e-),HBDC (g/cm3),HDEB (g/cm3),IMAGE_ID,ROCK_CLASS
480.258,39.613,16.3022,0.8348,2626,682,1.9594,1.7672,0.244,2.0361,793.1912_794.4612_42,Grainstone
480.3088,35.3127,17.0637,0.3637,2662.6667,713.3333,2.2294,1.851,0.2797,2.2829,793.1912_794.4612_44,Grainstone
480.3596,28.734,15.7145,0.3592,2722.6667,688,2.6445,2.0829,0.3733,2.5172,793.1912_794.4612_46,Grainstone
480.4104,20.8907,15.5498,0.4846,2790,706.6667,2.7572,1.9782,0.3651,2.6607,793.1912_794.4612_48,Grainstone
480.4612,16.8692,14.6337,0.5839,2837.3333,706,2.6784,2.1029,0.2814,2.6568,794.4612_795.7312_0,Grainstone
480.512,15.9248,13.6943,0.5788,2986.6667,822.6667,2.5404,2.0469,0.1626,2.5869,794.4612_795.7312_2,Grainstone
480.5628,15.1555,12.4418,0.6012,2990.6667,825.3333,2.4972,1.8149,0.1122,2.5173,794.4612_795.7312_4,Grainstone
480.6136,15.1765,10.9596,0.6154,3090,866,2.4726,2.3451,0.0791,2.4814,794.4612_795.7312_6,Grainstone
480.6644,17.2361,10.7398,0.5782,3024,849.3333,2.4485,2.1794,0.0681,2.4698,794.4612_795.7312_8,Grainstone
480.7152,18.59,10.4928,0.6034,3088,753.3333,2.4794,2.4074,0.0812,2.474,794.4612_795.7312_10,Grainstone
480.766,19.8644,10.267,0.6271,3010,794.6667,2.4772,3.391,0.0725,2.5157,794.4612_795.7312_12,Grainstone
480.8168,22.2724,10.4606,0.5099,3020,756,2.5835,3.6445,0.097,2.5528,794.4612_795.7312_14,Grainstone
480.8676,23.5212,10.978,0.4261,2992,745.3333,2.6153,3.4237,0.1104,2.5681,794.4612_795.7312_16,Grainstone
480.9184,22.5344,11.3233,0.4532,3130.6667,704,2.5467,2.9813,0.11,2.5502,794.4612_795.7312_18,Grainstone
480.9692,22.9745,11.6463,0.4223,3004,702,2.4816,2.2186,0.1299,2.5214,794.4612_795.7312_20,Grainstone
481.02,24.0029,11.8273,0.3838,2961.3333,724,2.5156,2.2992,0.1821,2.498,794.4612_795.7312_22,Grainstone
481.0708,25.9776,12.313,0.2952,3118.6667,760,2.4822,2.54,0.195,2.5202,794.4612_795.7312_24,Grainstone
481.1216,27.9241,12.6029,0.126,3038,766.6667,2.5316,2.6561,0.2383,2.5651,794.4612_795.7312_26,Grainstone
481.1724,29.3533,12.4414,-999.25,3001.3333,762,2.6592,2.6331,0.3,2.6116,794.4612_795.7312_28,Grainstone
481.2232,27.5573,12.2231,-999.25,3078,828,2.6593,2.4855,0.2917,2.6457,794.4612_795.7312_30,Grainstone
481.274,25.0381,12.309,-999.25,2906.6667,853.3333,2.6424,2.5356,0.2359,2.6214,794.4612_795.7312_32,Grainstone
481.3248,21.5323,11.9885,0.0289,3064,848,2.5782,2.3704,0.1461,2.5671,794.4612_795.7312_34,Grainstone
481.3756,19.0422,11.9638,0.0295,3264,897.3333,2.4932,2.1694,0.077,2.524,794.4612_795.7312_36,Grainstone
481.4264,17.1205,10.8197,0.0502,3177.3333,796,2.45,3.1885,0.0364,2.5147,794.4612_795.7312_38,Grainstone
481.4772,17.3215,10.668,0.0177,3058.6667,944,2.4808,3.5676,0.0375,2.5393,794.4612_795.7312_40,Grainstone
481.528,16.5864,10.5547,0.0259,3148,965.3333,2.5968,2.5219,0.0521,2.5559,794.4612_795.7312_42,Grainstone
481.5788,15.7924,10.0729,0.009,3158.6667,998,2.5708,2.6473,0.0398,2.5096,794.4612_795.7312_44,Grainstone
481.6296,15.4938,9.9587,0.0095,3101.3333,986.6667,2.5471,3.1043,0.0262,2.5124,794.4612_795.7312_46,Grainstone
481.6804,15.0768,9.6446,-999.25,3092,1040,2.5812,2.8795,0.0376,2.5168,794.4612_795.7312_48,Grainstone
481.7312,14.6253,8.9614,0.0025,3189.3333,1010,2.5728,2.9651,0.0302,2.5724,795.7312_797.0012_0,Grainstone
481.782,14.2412,8.8501,-999.25,3366,996,2.5439,2.4967,0.0185,2.5617,795.7312_797.0012_2,Grainstone
481.8328,14.613,8.501,-999.25,3312,1014.6667,2.5171,3.2199,-0.0061,2.5505,795.7312_797.0012_4,Grainstone
481.8836,14.976,8.6249,-999.25,3289.3333,974,2.5207,3.7857,-0.0081,2.5511,795.7312_797.0012_6,Grainstone
481.9344,15.5915,8.8334,-999.25,3200,1038.6666,2.5859,2.9756,0.0178,2.579,795.7312_797.0012_8,Grainstone
481.9852,15.4484,8.5699,-999.25,3294,1034,2.6403,2.9688,0.0309,2.62,795.7312_797.0012_10,Grainstone
482.036,15.6079,9.0086,-999.25,3262.6667,989.3333,2.6585,3.3289,0.04,2.6282,795.7312_797.0012_12,Grainstone
482.0868,15.522,9.2005,-999.25,3358.6667,990.6667,2.6179,3.188,0.0559,2.5943,795.7312_797.0012_14,Grainstone
482.1376,15.7725,9.6998,-999.25,3364,950.6667,2.5312,2.6827,0.0947,2.5513,795.7312_797.0012_16,Grainstone
482.1884,16.246,9.9417,0.039,3432,940,2.5077,2.3512,0.154,2.5359,795.7312_797.0012_18,Grainstone
482.2392,17.7054,10.2977,0.0711,3306.6667,820,2.5641,2.2519,0.2386,2.5517,795.7312_797.0012_20,Grainstone
482.29,21.9316,10.3398,0.0401,3152,744,2.618,2.4413,0.3177,2.5638,795.7312_797.0012_22,Grainstone
482.3408,29.587,10.7209,-999.25,3058,712,2.5678,2.8429,0.3592,2.5358,795.7312_797.0012_24,Grainstone
482.3916,38.867,10.552,-999.25,2996,664,2.4821,2.5787,0.391,2.4207,795.7312_797.0012_26,Grainstone
482.4424,57.1342,11.1844,-999.25,2756,637.3333,2.2593,2.4577,0.3214,2.2661,795.7312_797.0012_28,Grainstone
482.4932,83.9452,11.7124,-999.25,2888,554.6667,2.0532,2.5338,0.251,2.1267,795.7312_797.0012_30,Grainstone
482.544,93.4312,12.5688,-999.25,2672,426,2.0126,1.8006,0.2443,2.0274,795.7312_797.0012_32,Grainstone
482.5948,90.0085,12.9968,-999.25,2781.3333,478.6667,2.0171,1.4197,0.2608,1.9038,795.7312_797.0012_34,Grainstone
482.6456,91.8762,14.5342,-999.25,2683,506.6667,1.7472,1.2392,0.189,1.7693,795.7312_797.0012_36,Grainstone
482.6964,89.8995,16.3831,-999.25,2606,496,1.531,1.2581,0.1675,1.6841,795.7312_797.0012_38,Grainstone
482.7472,87.0974,21.6592,-999.25,2440,534,1.6777,1.3124,0.2203,1.6915,795.7312_797.0012_40,Grainstone
482.798,79.6973,34.8865,-999.25,2549,541.3333,1.836,1.3718,0.2899,1.811,795.7312_797.0012_42,Grainstone
482.8488,59.4608,36.3228,0.1681,2571,600,1.9481,1.2618,0.3437,1.947,795.7312_797.0012_44,Grainstone
482.8996,43.7652,32.4612,0.6038,2453,659,2.064,1.266,0.3849,2.0642,795.7312_797.0012_46,Grainstone
482.9504,32.3328,28.3078,0.7606,2551,695,2.1909,1.3243,0.4334,2.155,795.7312_797.0012_48,Grainstone
483.0012,26.7645,26.3434,0.7471,2550.3999,634,2.2465,1.6577,0.4503,2.213,797.0012_798.2712_0,Grainstone
483.052,21.206,23.5133,0.8666,2579.4285,664,2.2316,1.8849,0.4254,2.2584,797.0012_798.2712_2,Grainstone
483.1028,21.6633,19.8842,0.8347,2548,655,2.2864,2.0162,0.4074,2.2888,797.0012_798.2712_4,Grainstone
483.1536,22.8969,16.8018,0.7786,2684,655,2.3586,2.2108,0.4049,2.3065,797.0012_798.2712_6,Grainstone
483.2044,23.2903,14.9908,0.7926,2780,633.6,2.3024,2.1174,0.3795,2.3225,797.0012_798.2712_8,Grainstone
483.2552,27.2486,15.4934,0.483,2930,630.2857,2.3115,1.8628,0.3945,2.3217,797.0012_798.2712_10,Grainstone
483.306,30.0241,15.4258,0.2958,2764,664,2.3291,1.5627,0.4193,2.3807,797.0012_798.2712_12,Grainstone
483.3568,30.9919,14.9825,0.2867,2824,612,2.4542,1.7995,0.4573,2.4842,797.0012_798.2712_14,Grainstone
483.4076,30.9533,14.2189,0.2382,2806.6667,644,2.6561,2.0668,0.5252,2.5774,797.0012_798.2712_16,Grainstone
483.4584,29.3335,14.2221,0.2701,2838,628,2.6609,2.1373,0.5074,2.633,797.0012_798.2712_18,Grainstone
483.5092,29.0746,14.3046,0.2421,2798,756,2.6199,1.8031,0.4736,2.6058,797.0012_798.2712_20,Grainstone
483.56,29.2604,13.3095,0.2117,2836,804,2.5463,1.9794,0.4127,2.5503,797.0012_798.2712_22,Grainstone
483.6108,28.4935,12.3676,0.2032,2741,826.6667,2.4835,2.732,0.3514,2.5051,797.0012_798.2712_24,Grainstone
483.6616,24.1509,11.8695,0.3431,2852.8,774,2.4594,2.5519,0.3141,2.5025,797.0012_798.2712_26,Grainstone
483.7124,21.5914,11.6723,0.4084,2992,746,2.5244,2.1216,0.3294,2.5456,797.0012_798.2712_28,Grainstone
483.7632,19.9736,11.0058,0.467,2950,774.6667,2.6317,2.3129,0.3429,2.6084,797.0012_798.2712_30,Grainstone
483.814,19.7158,11.5471,0.4422,2932,844,2.6714,2.3254,0.3404,2.6727,797.0012_798.2712_32,Grainstone
483.8648,19.0864,11.6085,0.412,2962,903.2,2.7175,2.6384,0.3299,2.7235,797.0012_798.2712_34,Grainstone
483.9156,20.2776,12.1786,0.2392,3004,852,2.7945,3.0119,0.315,2.7417,797.0012_798.2712_36,Grainstone
483.9664,19.6003,12.7892,0.0057,2994,1048,2.7579,2.4778,0.2423,2.7228,797.0012_798.2712_38,Grainstone
484.0172,16.3866,12.5928,-999.25,2876,1206,2.6531,2.379,0.1467,2.6764,797.0012_798.2712_40,Grainstone
484.068,13.1916,12.5514,-999.25,2998,1242,2.6087,2.3542,0.1099,2.6255,797.0012_798.2712_42,Grainstone
484.1188,10.3532,12.6318,-999.25,3268,1260,2.6108,3.3281,0.0828,2.5867,797.0012_798.2712_44,Grainstone
484.1696,8.6157,11.1519,-999.25,3356,1278,2.5457,3.7796,0.0252,2.601,797.0012_798.2712_46,Grainstone
484.2204,7.9217,10.2046,-999.25,3256,1442,2.645,4.0932,0.0369,2.6391,797.0012_798.2712_48,Grainstone
484.2712,8.0669,9.4447,-999.25,3356,1406,2.7385,3.8751,0.0628,2.6906,798.2712_799.5412_0,Grainstone
484.322,8.0549,8.9497,-999.25,3666,1478,2.7497,2.6472,0.0629,2.7425,798.2712_799.5412_2,Grainstone
484.3728,8.3388,8.5536,-999.25,3520,1356,2.7541,2.5978,0.0567,2.7554,798.2712_799.5412_4,Grainstone
484.4236,8.7067,8.0251,-999.25,3472,1526,2.7686,2.8963,0.0586,2.7685,798.2712_799.5412_6,Grainstone
484.4744,8.7923,7.9549,-999.25,3442,1426,2.7923,2.6409,0.0727,2.7756,798.2712_799.5412_8,Grainstone
484.5252,8.3767,7.9356,-999.25,3504,1468,2.7837,2.4514,0.0738,2.7695,798.2712_799.5412_10,Grainstone
484.576,8.2163,7.79,-999.25,3308,1500,2.7443,2.5666,0.062,2.7548,798.2712_799.5412_12,Grainstone
484.6268,8.1885,7.7655,-999.25,3518,1436,2.7357,2.6348,0.0569,2.7457,798.2712_799.5412_14,Grainstone
484.6776,8.1168,7.8244,-999.25,3420,1506,2.7524,2.8467,0.0643,2.7474,798.2712_799.5412_16,Grainstone
484.7284,8.0863,7.7543,-999.25,3528,1414,2.7766,3.405,0.0705,2.7416,798.2712_799.5412_18,Grainstone
484.7792,8.445,7.8806,-999.25,3562,1446,2.72,3.2438,0.0492,2.7388,798.2712_799.5412_20,Grainstone
484.83,8.8333,7.8092,-999.25,3440,1458,2.7315,3.3175,0.055,2.7266,798.2712_799.5412_22,Grainstone
484.8808,8.8474,7.7121,-999.25,3354,1332,2.7253,3.1279,0.0534,2.7244,798.2712_799.5412_24,Grainstone
484.9316,9.1403,7.7066,-999.25,3498,1352,2.7187,2.8914,0.054,2.7183,798.2712_799.5412_26,Grainstone
82.8384,15.1261,9.8997,0.1569,3042,917.3333,2.6013,2.8208,0.1117,2.6069,407.9494_409.2194_35,Floatstone
82.8892,13.8718,9.7238,0.2027,3024,954.6667,2.6016,3.123,0.1168,2.5957,407.9494_409.2194_37,Floatstone
82.94,13.1154,9.6755,0.1884,2933.3333,964,2.579,2.4977,0.1095,2.6067,407.9494_409.2194_39,Floatstone
82.9908,12.2944,9.4343,0.2082,3001,1033.3334,2.6455,2.425,0.1209,2.6325,407.9494_409.2194_41,Floatstone
83.0416,11.8974,9.4246,0.1834,3005.3333,1059,2.6746,2.5602,0.1197,2.6756,407.9494_409.2194_43,Floatstone
83.0924,11.2386,9.3733,0.2063,2976,1132,2.7347,2.7595,0.1299,2.702,407.9494_409.2194_45,Floatstone
83.1432,10.7714,9.4432,0.212,3058,1085.3334,2.7201,2.6777,0.117,2.7063,407.9494_409.2194_47,Floatstone
83.194,10.3508,9.4834,0.2141,3097.3333,1046,2.6916,2.5416,0.0953,2.6911,407.9494_409.2194_49,Floatstone
83.2448,10.097,9.2139,0.2026,3019,1102.6666,2.6628,2.3769,0.08,2.6785,409.2194_410.4894_1,Floatstone
83.2956,10.0935,8.8565,0.2231,3006.6667,1022.6667,2.6687,2.3236,0.0808,2.6757,409.2194_410.4894_3,Floatstone
83.3464,10.3053,8.457,0.22,3120,1035,2.6941,2.3158,0.0896,2.6788,409.2194_410.4894_5,Floatstone
83.3972,10.8442,8.6537,0.2229,3018,1021.3333,2.6773,2.3364,0.0858,2.6803,409.2194_410.4894_7,Floatstone
83.448,11.9476,8.3377,0.1929,3041.3333,1009,2.6829,2.403,0.0892,2.6714,409.2194_410.4894_9,Floatstone
83.4988,12.6393,7.9026,0.1769,3076,1024,2.6573,2.8326,0.0864,2.6624,409.2194_410.4894_11,Floatstone
83.5496,13.3075,7.9394,0.1802,3041.3333,987,2.6443,2.613,0.0861,2.6512,409.2194_410.4894_13,Floatstone
83.6004,14.3063,8.1103,0.1575,3046.6667,998,2.6413,2.7921,0.0905,2.6389,409.2194_410.4894_15,Floatstone
83.6512,14.4566,8.3534,0.1467,3022,1069.3334,2.6198,2.9231,0.0911,2.6398,409.2194_410.4894_17,Floatstone
83.702,14.1171,8.2233,0.1869,3036,996,2.6421,3.2182,0.102,2.6472,409.2194_410.4894_19,Floatstone
83.7528,14.9055,8.0679,0.1778,3158.6667,900,2.6744,2.8572,0.1184,2.6503,409.2194_410.4894_21,Floatstone
83.8036,14.597,8.1812,0.1879,3009.3333,981.3333,2.6445,2.6417,0.1104,2.6424,409.2194_410.4894_23,Floatstone
83.8544,14.6619,8.1017,0.1884,3010,962,2.6117,2.9081,0.102,2.6233,409.2194_410.4894_25,Floatstone
83.9052,15.1129,8.0655,0.1765,2973,946.6667,2.6012,2.5944,0.1034,2.6078,409.2194_410.4894_27,Floatstone
83.956,14.4095,8.2695,0.2111,2928,914.6667,2.6158,2.7302,0.115,2.5932,409.2194_410.4894_29,Floatstone
84.0068,14.5006,8.4523,0.2157,2900,949.3333,2.5819,2.3419,0.1189,2.584,409.2194_410.4894_31,Floatstone
84.0576,14.7039,8.772,0.1766,2973.3333,989,2.5659,2.0415,0.1237,2.5764,409.2194_410.4894_33,Floatstone
84.1084,14.7269,8.6911,0.1548,2864,947,2.588,2.3402,0.1415,2.5796,409.2194_410.4894_35,Floatstone
84.1592,14.7963,8.8202,0.129,3054,925.3333,2.5986,2.1975,0.1561,2.601,409.2194_410.4894_37,Floatstone
84.21,14.7652,9.2383,0.1369,2884,999,2.6255,2.2668,0.1719,2.6266,409.2194_410.4894_39,Floatstone
84.2608,14.2268,9.1939,0.1514,3013.3333,1037.3334,2.6556,2.4203,0.1824,2.6514,409.2194_410.4894_41,Floatstone
84.3116,13.9047,8.7323,0.1325,3057,1033.3334,2.6707,2.15,0.1943,2.6679,409.2194_410.4894_43,Floatstone
84.3624,13.5727,8.4877,0.1278,2996,965,2.6694,2.4129,0.1903,2.6698,409.2194_410.4894_45,Floatstone
84.4132,13.6441,8.2827,0.14,3023,993.3333,2.6526,2.2676,0.1844,2.6585,409.2194_410.4894_47,Rudstone
84.464,13.9979,8.638,0.1394,3060,1037.3334,2.6436,2.5635,0.1837,2.6365,409.2194_410.4894_49,Rudstone
84.5148,14.3028,8.7431,0.1736,2989.3333,969,2.594,2.3544,0.1664,2.6265,410.4894_411.7594_1,Rudstone
84.5656,15.2485,8.8569,0.1615,3098,909.3333,2.6274,2.3437,0.1737,2.612,410.4894_411.7594_3,Rudstone
84.6164,15.8749,8.9795,0.1584,3026.6667,850,2.6086,2.4324,0.1673,2.6147,410.4894_411.7594_5,Rudstone
84.6672,16.0731,8.863,0.2229,3082,937.3333,2.6084,2.7942,0.165,2.6217,410.4894_411.7594_7,Rudstone
84.718,16.1706,8.9045,0.2414,3002.6667,800,2.6405,2.654,0.1678,2.6099,410.4894_411.7594_9,Rudstone
84.7688,16.4418,9.1332,0.25,2966.6667,862,2.6046,2.8496,0.1573,2.5868,410.4894_411.7594_11,Rudstone
84.8196,16.0834,9.2096,0.2926,2990,825.3333,2.525,2.8656,0.1307,2.5634,410.4894_411.7594_13,Rudstone
84.8704,15.5614,9.0959,0.321,2950.6667,807,2.5485,2.9024,0.1452,2.5408,410.4894_411.7594_15,Rudstone
84.9212,15.6942,9.351,0.3201,2966.6667,892,2.5469,3.1298,0.1486,2.5409,410.4894_411.7594_17,Rudstone
84.972,15.9647,9.3866,0.3303,2920,840,2.5331,2.8657,0.1519,2.5487,410.4894_411.7594_19,Rudstone
85.0228,15.7521,10.1741,0.3113,2825,883,2.5449,2.3298,0.1654,2.5646,410.4894_411.7594_21,Floatstone
85.0736,15.9155,10.4847,0.3009,2962.6667,920,2.5974,2.2773,0.1917,2.5918,410.4894_411.7594_23,Floatstone
85.1244,15.5991,10.838,0.3072,2994,901.3333,2.6192,2.4288,0.2061,2.628,410.4894_411.7594_25,Floatstone
85.1752,16.0386,10.9211,0.2419,2879,945,2.6717,2.7988,0.238,2.642,410.4894_411.7594_27,Floatstone
85.226,16.2858,11.0871,0.2204,2957.3333,940,2.6547,2.5605,0.235,2.632,410.4894_411.7594_29,Rudstone
85.2768,15.0027,10.8854,0.2209,2992,966.6667,2.5939,2.273,0.2113,2.6148,410.4894_411.7594_31,Rudstone
85.3276,13.9422,11.0836,0.2078,2924,951,2.581,2.6785,0.207,2.6091,410.4894_411.7594_33,Rudstone
85.3784,13.5517,10.6827,0.2007,3080,1011,2.6268,2.5567,0.2234,2.6249,410.4894_411.7594_35,Rudstone
85.4292,13.0705,10.609,0.215,3028,1000,2.6575,1.9804,0.2313,2.6558,410.4894_411.7594_37,Rudstone
85.48,12.9604,10.0559,0.1967,2993,1027,2.6758,2.2783,0.2278,2.6732,410.4894_411.7594_39,Rudstone
85.5308,13.1903,9.804,0.1991,3036,992,2.697,2.5958,0.2235,2.6794,410.4894_411.7594_41,Rudstone
85.5816,13.5296,9.7458,0.1525,3040,1073.3334,2.69,3.0732,0.21,2.6687,410.4894_411.7594_43,Rudstone
85.6324,13.7229,9.7603,0.0864,3146,1040,2.661,2.5621,0.1884,2.6445,410.4894_411.7594_45,Rudstone
85.6832,13.4321,9.6721,0.0643,3165.3333,1053,2.6183,2.5423,0.1653,2.625,410.4894_411.7594_47,Rudstone
85.734,13.1103,9.7584,0.0285,3109,1058.6666,2.6045,3.273,0.1644,2.6277,410.4894_411.7594_49,Floatstone
85.7848,13.0505,9.4588,-999.25,3040,1116,2.6506,2.4818,0.1811,2.6482,411.7594_413.0294_1,Floatstone
85.8356,12.4779,9.2272,-999.25,3085.3333,1227,2.6883,2.7934,0.1795,2.6667,411.7594_413.0294_3,Floatstone
85.8864,11.4977,8.8403,-999.25,3086,1212,2.6698,2.6515,0.1688,2.6797,411.7594_413.0294_5,Floatstone
85.9372,11.0451,8.658,-999.25,3032,1259,2.6819,2.9091,0.1614,2.667,411.7594_413.0294_7,Floatstone
85.988,10.5614,8.2989,-999.25,3081,1180,2.655,2.6669,0.1399,2.6533,411.7594_413.0294_9,Floatstone
86.0388,9.8691,8.0052,-999.25,3161.3333,1241.3334,2.6284,2.8122,0.1159,2.642,411.7594_413.0294_11,Floatstone
86.0896,9.5566,7.751,-999.25,3191,1247,2.6274,2.6122,0.0954,2.6519,411.7594_413.0294_13,Floatstone
86.1404,9.4729,7.7822,-999.25,3152,1260,2.6812,2.7565,0.0962,2.6844,411.7594_413.0294_15,Floatstone
86.1912,9.445,7.9189,-999.25,3161.3333,1240,2.7464,2.8379,0.105,2.7205,411.7594_413.0294_17,Floatstone
86.242,9.5908,8.1173,-999.25,3274,1260,2.7549,2.7482,0.0953,2.7454,411.7594_413.0294_19,Floatstone
86.2928,9.4933,8.2139,-999.25,3145,1211,2.7578,3.4619,0.081,2.74,411.7594_413.0294_21,Floatstone
86.3436,9.7969,8.3257,-999.25,3243,1249,2.7211,3.403,0.0581,2.7298,411.7594_413.0294_23,Floatstone
86.3944,9.9253,8.431,-999.25,3202.6667,1280,2.7171,3.3844,0.0418,2.7205,411.7594_413.0294_25,Floatstone
86.4452,9.7102,8.6429,-999.25,3154,1192,2.7082,3.0829,0.0355,2.718,411.7594_413.0294_27,Floatstone
86.496,9.5733,8.3574,-999.25,3210.6667,1242,2.6665,2.8779,0.0232,2.7123,411.7594_413.0294_29,Floatstone
86.5468,9.5654,8.3557,-999.25,3314.6667,1228,2.6702,3.2586,0.024,2.6834,411.7594_413.0294_31,Floatstone
86.5976,9.3681,8.41,-999.25,3249.3333,1265.3334,2.6572,3.016,0.0271,2.6841,411.7594_413.0294_33,Floatstone
86.6484,9.8148,8.3533,-999.25,3226,1348,2.7105,2.8209,0.047,2.6787,411.7594_413.0294_35,Floatstone
86.6992,9.6647,8.3155,-999.25,3302.6667,1274.6666,2.7152,2.7754,0.0533,2.7126,411.7594_413.0294_37,Floatstone
92.5412,13.2823,9.6288,0.0731,3045.3333,1021.3333,2.646,3.1508,0.0509,2.6344,418.1094_419.3794_17,Floatstone
92.592,12.9679,9.6522,0.0493,3178,1090,2.6608,3.024,0.0583,2.6455,418.1094_419.3794_19,Floatstone
92.6428,12.3946,9.6191,0.0433,3226.6667,1086.6666,2.6457,2.6483,0.0566,2.6538,418.1094_419.3794_21,Floatstone
92.6936,12.4237,9.4088,0.0285,3128,1150.6666,2.6559,2.8704,0.0618,2.6599,418.1094_419.3794_23,Floatstone
92.7444,11.8694,9.2247,0.02,3106.6667,1093.3334,2.6732,2.9487,0.0646,2.6727,418.1094_419.3794_25,Floatstone
92.7952,11.2732,9.2308,0.0256,3057.3333,1186,2.6924,2.8083,0.0698,2.6816,418.1094_419.3794_27,Floatstone
92.846,10.5152,9.0614,0.0277,3240,1168,2.6875,2.5046,0.0705,2.6904,418.1094_419.3794_29,Floatstone
92.8968,10.231,8.8358,-999.25,3162.6667,1240,2.6945,2.4638,0.0752,2.6924,418.1094_419.3794_31,Floatstone
92.9476,10.142,8.7699,-999.25,3201.3333,1225.3334,2.7021,3.0981,0.0801,2.6959,418.1094_419.3794_33,Floatstone
92.9984,10.4502,8.6633,-999.25,3188,1254.6666,2.6995,3.9698,0.08,2.7022,418.1094_419.3794_35,Floatstone
93.0492,9.8518,8.6893,0.002,3172,1325.3334,2.7251,2.9982,0.087,2.6984,418.1094_419.3794_37,Rudstone
93.1,9.9788,8.823,-999.25,3216,1177.3334,2.7065,2.8076,0.0819,2.6952,418.1094_419.3794_39,Rudstone
93.1508,9.8758,8.6822,0.0083,3196,1245.3334,2.6837,3.7802,0.0812,2.686,418.1094_419.3794_41,Rudstone
93.2016,9.8061,8.5814,-999.25,3125.3333,1212,2.6754,3.615,0.0805,2.6793,418.1094_419.3794_43,Rudstone
93.2524,10.0232,8.4196,-999.25,3172,1224,2.674,2.9613,0.0803,2.6786,418.1094_419.3794_45,Rudstone
93.3032,9.9945,8.6854,0.0014,3128,1294,2.6737,2.5612,0.0792,2.6819,418.1094_419.3794_47,Rudstone
93.354,9.928,8.8088,-999.25,3138.6667,1238.6666,2.6809,2.511,0.0822,2.6955,418.1094_419.3794_49,Rudstone
93.4048,10.0361,8.5111,-999.25,3246,1149.3334,2.7093,3.1767,0.0952,2.7112,419.3794_420.6494_1,Rudstone
93.4556,9.7852,8.2628,-999.25,3198.6667,1205.3334,2.7362,2.4708,0.1022,2.7152,419.3794_420.6494_3,Rudstone
93.5064,9.7273,8.2135,-999.25,3218.6667,1148,2.7038,2.8768,0.088,2.7157,419.3794_420.6494_5,Rudstone
93.5572,9.6412,8.4009,0.0016,3268,1302.6666,2.6934,3.2934,0.0826,2.7187,419.3794_420.6494_7,Rudstone
93.608,9.486,8.5155,0.0101,3252,1260,2.7453,3.2357,0.1011,2.7205,419.3794_420.6494_9,Rudstone
93.6588,9.9038,7.935,0.006,3232,1293.3334,2.731,2.9342,0.0934,2.7161,419.3794_420.6494_11,Rudstone
93.7096,10.3315,7.9885,-999.25,3225.3333,1286.6666,2.6746,2.7662,0.079,2.7059,419.3794_420.6494_13,Floatstone
93.7604,10.2688,8.372,0.0097,3220,1158,2.6906,2.7911,0.0849,2.6966,419.3794_420.6494_15,Floatstone
93.8112,10.2975,8.4185,-999.25,3277.3333,1176,2.7094,3.2255,0.0873,2.7112,419.3794_420.6494_17,Floatstone
93.862,10.2877,8.3793,-999.25,3300,1173.3334,2.7453,2.8213,0.0988,2.7206,419.3794_420.6494_19,Floatstone
93.9128,9.9972,8.1952,-999.25,3222.6667,1224,2.7344,3.0506,0.0941,2.7165,419.3794_420.6494_21,Floatstone
93.9636,9.629,8.0558,-999.25,3198.6667,1280,2.6829,3.0517,0.0762,2.7099,419.3794_420.6494_23,Floatstone
94.0144,9.6148,8.4661,0.0022,3293.3333,1194.6666,2.7011,3.0659,0.0801,2.7028,419.3794_420.6494_25,Floatstone
94.0652,9.9285,8.5757,-999.25,3078.6667,1209.3334,2.71,2.6657,0.0828,2.7055,419.3794_420.6494_27,Floatstone
94.116,9.941,8.4502,-999.25,3002,1250.6666,2.6982,3.3013,0.0787,2.7139,419.3794_420.6494_29,Floatstone
94.1668,9.7483,8.2948,0.015,3189.3333,1185.3334,2.7152,3.0427,0.0831,2.7205,419.3794_420.6494_31,Floatstone
94.2176,9.7723,8.3321,0.0246,3246.6667,1150.6666,2.7403,2.4138,0.09,2.7303,419.3794_420.6494_33,Floatstone
94.2684,9.9813,8.4382,0.0013,3154.6667,1221.3334,2.7504,2.2484,0.091,2.735,419.3794_420.6494_35,Floatstone
94.3192,10.0246,8.4303,-999.25,3138.6667,1236,2.7259,2.5859,0.084,2.7412,419.3794_420.6494_37,Floatstone
94.37,10.3634,8.4513,-999.25,3146,1325.3334,2.7476,3.0857,0.0871,2.7449,419.3794_420.6494_39,Floatstone
94.4208,10.4898,8.2804,-999.25,3138,1265.3334,2.7478,3.1048,0.0837,2.7438,419.3794_420.6494_41,Floatstone
94.4716,10.5119,8.0781,-999.25,3206,1190.6666,2.7247,3.425,0.0693,2.7382,419.3794_420.6494_43,Floatstone
94.5224,10.7367,8.4594,-999.25,3149.3333,1228,2.7139,2.8805,0.0608,2.7193,419.3794_420.6494_45,Floatstone
94.5732,10.7708,8.4351,-999.25,3352,1218,2.6976,2.1482,0.0556,2.7044,419.3794_420.6494_47,Floatstone
94.624,10.6492,8.4019,-999.25,3264,1267,2.679,2.8017,0.0493,2.7017,419.3794_420.6494_49,Rudstone
94.6748,10.5913,8.3641,-999.25,3272,1298,2.6918,3.3301,0.0475,2.7115,420.6494_421.9194_1,Rudstone
94.7256,10.5797,8.304,-999.25,3137.3333,1304,2.7448,3.2237,0.0576,2.7241,420.6494_421.9194_3,Rudstone
